time [s],ax [km/s^2],ay [km/s^2],az [km/s^2],dvx [km/s],dvy [km/s],dvz [km/s],sum_dvx [km/s],sum_dvy [km/s],sum_dvz [km/s]
712.0,-2.925472068086688e-07,1.8957605382633045e-08,0.0,-2.925472068086688e-07,1.8957605382633045e-08,0.0,-2.7232931590531055e-05,1.6507277769298466e-06,0.0
713.0,-2.950943319006943e-07,1.91321636910921e-08,0.0,-2.950943319006943e-07,1.91321636910921e-08,0.0,-2.752802592243175e-05,1.6698599406209387e-06,0.0
714.0,-2.9765717759936396e-07,1.9307784980023927e-08,0.0,-2.9765717759936396e-07,1.9307784980023927e-08,0.0,-2.7825683100031115e-05,1.6891677256009627e-06,0.0
715.0,-3.002357858179228e-07,1.948446980367544e-08,0.0,-3.002357858179228e-07,1.948446980367544e-08,0.0,-2.812591888584904e-05,1.7086521954046382e-06,0.0
716.0,-3.0283019818755654e-07,1.966221864548904e-08,0.0,-3.0283019818755654e-07,1.966221864548904e-08,0.0,-2.8428749084036597e-05,1.7283144140501272e-06,0.0
717.0,-3.0544045605382955e-07,1.9841031917162602e-08,0.0,-3.0544045605382955e-07,1.9841031917162602e-08,0.0,-2.8734189540090427e-05,1.74815544596729e-06,0.0
718.0,-3.080666004762273e-07,2.0020909958993685e-08,0.0,-3.080666004762273e-07,2.0020909958993685e-08,0.0,-2.9042256140566653e-05,1.7681763559262836e-06,0.0
719.0,-3.10708672223703e-07,2.0201853038033504e-08,0.0,-3.10708672223703e-07,2.0201853038033504e-08,0.0,-2.9352964812790356e-05,1.7883782089643172e-06,0.0
720.0,-3.1336671177378047e-07,2.038386134796872e-08,0.0,-3.1336671177378047e-07,2.038386134796872e-08,0.0,-2.9666331524564135e-05,1.808762070312286e-06,0.0
721.0,-3.1604075931022287e-07,2.056693500886834e-08,0.0,-3.1604075931022287e-07,2.056693500886834e-08,0.0,-2.9982372283874357e-05,1.8293290053211543e-06,0.0
722.0,-3.1873085472004214e-07,2.0751074065916814e-08,0.0,-3.1873085472004214e-07,2.0751074065916814e-08,0.0,-3.03011031385944e-05,1.8500800793870711e-06,0.0
723.0,-3.214370375918587e-07,2.0936278488792924e-08,0.0,-3.214370375918587e-07,2.0936278488792924e-08,0.0,-3.062254017618626e-05,1.871016357875864e-06,0.0
724.0,-3.241593472138421e-07,2.1122548171728623e-08,0.0,-3.241593472138421e-07,2.1122548171728623e-08,0.0,-3.09466995234001e-05,1.8921389060475926e-06,0.0
725.0,-3.26897822570639e-07,2.1309882931943513e-08,0.0,-3.26897822570639e-07,2.1309882931943513e-08,0.0,-3.127359734597074e-05,1.913448788979536e-06,0.0
726.0,-3.2965250234271595e-07,2.1498282510095184e-08,0.0,-3.2965250234271595e-07,2.1498282510095184e-08,0.0,-3.1603249848313454e-05,1.9349470714896313e-06,0.0
727.0,-3.3242342490210024e-07,2.1687746568222408e-08,0.0,-3.3242342490210024e-07,2.1687746568222408e-08,0.0,-3.193567327321555e-05,1.9566348180578535e-06,0.0
728.0,-3.3521062831204953e-07,2.1878274690767062e-08,0.0,-3.3521062831204953e-07,2.1878274690767062e-08,0.0,-3.22708839015276e-05,1.9785130927486207e-06,0.0
729.0,-3.380141503243799e-07,2.2069866382478735e-08,0.0,-3.380141503243799e-07,2.2069866382478735e-08,0.0,-3.260889805185198e-05,2.0005829591310996e-06,0.0
730.0,-3.4083402837619376e-07,2.2262521068492952e-08,0.0,-3.4083402837619376e-07,2.2262521068492952e-08,0.0,-3.294973208022818e-05,2.0228454801995925e-06,0.0
731.0,-3.436702995899933e-07,2.2456238094175852e-08,0.0,-3.436702995899933e-07,2.2456238094175852e-08,0.0,-3.3293402379818174e-05,2.045301718293768e-06,0.0
732.0,-3.465230007697917e-07,2.265101672347132e-08,0.0,-3.465230007697917e-07,2.265101672347132e-08,0.0,-3.363992538058797e-05,2.0679527350172394e-06,0.0
733.0,-3.4939216839935153e-07,2.2846856138843003e-08,0.0,-3.4939216839935153e-07,2.2846856138843003e-08,0.0,-3.398931754898732e-05,2.090799591156082e-06,0.0
734.0,-3.52277838642112e-07,2.304375544135085e-08,0.0,-3.52277838642112e-07,2.304375544135085e-08,0.0,-3.434159538762943e-05,2.113843346597433e-06,0.0
735.0,-3.5518004733495086e-07,2.3241713648146976e-08,0.0,-3.5518004733495086e-07,2.3241713648146976e-08,0.0,-3.469677543496438e-05,2.13708506024558e-06,0.0
736.0,-3.580988299904101e-07,2.344072969378525e-08,0.0,-3.580988299904101e-07,2.344072969378525e-08,0.0,-3.505487426495479e-05,2.160525789939365e-06,0.0
737.0,-3.6103422179336807e-07,2.3640802429317368e-08,0.0,-3.6103422179336807e-07,2.3640802429317368e-08,0.0,-3.541590848674816e-05,2.1841665923686827e-06,0.0
738.0,-3.639862575965153e-07,2.3841930619894104e-08,0.0,-3.639862575965153e-07,2.3841930619894104e-08,0.0,-3.577989474434467e-05,2.208008522988577e-06,0.0
739.0,-3.6695497192337737e-07,2.4044112946881664e-08,0.0,-3.6695497192337737e-07,2.4044112946881664e-08,0.0,-3.614684971626805e-05,2.2320526359354585e-06,0.0
740.0,-3.6994039896200243e-07,2.4247348005628524e-08,0.0,-3.6994039896200243e-07,2.4247348005628524e-08,0.0,-3.651679011523006e-05,2.256299983941087e-06,0.0
741.0,-3.7294257256511996e-07,2.4451634304912643e-08,0.0,-3.7294257256511996e-07,2.4451634304912643e-08,0.0,-3.688973268779518e-05,2.280751618246e-06,0.0
742.0,-3.759615262477958e-07,2.4656970267097256e-08,0.0,-3.759615262477958e-07,2.4656970267097256e-08,0.0,-3.726569421404298e-05,2.305408588513097e-06,0.0
743.0,-3.789972931854802e-07,2.4863354226573918e-08,0.0,-3.789972931854802e-07,2.4863354226573918e-08,0.0,-3.764469150722846e-05,2.330271942739671e-06,0.0
744.0,-3.8204990621223404e-07,2.5070784430144563e-08,0.0,-3.8204990621223404e-07,2.5070784430144563e-08,0.0,-3.80267414134407e-05,2.3553427271698155e-06,0.0
745.0,-3.851193978187317e-07,2.5279259035867895e-08,0.0,-3.851193978187317e-07,2.5279259035867895e-08,0.0,-3.841186081125943e-05,2.3806219862056834e-06,0.0
746.0,-3.882058001513288e-07,2.5488776113118354e-08,0.0,-3.882058001513288e-07,2.5488776113118354e-08,0.0,-3.880006661141076e-05,2.4061107623188016e-06,0.0
747.0,-3.9130914500858865e-07,2.5699333640737905e-08,0.0,-3.9130914500858865e-07,2.5699333640737905e-08,0.0,-3.9191375756419345e-05,2.4318100959595397e-06,0.0
748.0,-3.94429463841714e-07,2.5910929508386925e-08,0.0,-3.94429463841714e-07,2.5910929508386925e-08,0.0,-3.958580522026106e-05,2.4577210254679265e-06,0.0
749.0,-3.9756678774936626e-07,2.6123561513781537e-08,0.0,-3.9756678774936626e-07,2.6123561513781537e-08,0.0,-3.998337200801043e-05,2.4838445869817082e-06,0.0
750.0,-4.007211474817105e-07,2.6337227365015954e-08,0.0,-4.007211474817105e-07,2.6337227365015954e-08,0.0,-4.038409315549214e-05,2.510181814346724e-06,0.0
751.0,-4.038925734314374e-07,2.6551924676265024e-08,0.0,-4.038925734314374e-07,2.6551924676265024e-08,0.0,-4.0787985728923576e-05,2.536733739022989e-06,0.0
752.0,-4.070810956378262e-07,2.676765097072325e-08,0.0,-4.070810956378262e-07,2.676765097072325e-08,0.0,-4.11950668245614e-05,2.5635013899937123e-06,0.0
753.0,-4.1028674378248977e-07,2.698440367832992e-08,0.0,-4.1028674378248977e-07,2.698440367832992e-08,0.0,-4.160535356834389e-05,2.5904857936720423e-06,0.0
754.0,-4.135095471880676e-07,2.720218013551957e-08,0.0,-4.135095471880676e-07,2.720218013551957e-08,0.0,-4.201886311553196e-05,2.617687973807562e-06,0.0
755.0,-4.167495348174733e-07,2.7420977584854784e-08,0.0,-4.167495348174733e-07,2.7420977584854784e-08,0.0,-4.2435612650349434e-05,2.6451089513924167e-06,0.0
756.0,-4.20006735271189e-07,2.7640793174498342e-08,0.0,-4.20006735271189e-07,2.7640793174498342e-08,0.0,-4.285561938562062e-05,2.672749744566915e-06,0.0
757.0,-4.232811767851649e-07,2.7861623957200564e-08,0.0,-4.232811767851649e-07,2.7861623957200564e-08,0.0,-4.3278900562405784e-05,2.700611368524116e-06,0.0
758.0,-4.2657288723161997e-07,2.8083466890781114e-08,0.0,-4.2657288723161997e-07,2.8083466890781114e-08,0.0,-4.37054734496374e-05,2.728694835414897e-06,0.0
759.0,-4.298818941155711e-07,2.8306318836932448e-08,0.0,-4.298818941155711e-07,2.8306318836932448e-08,0.0,-4.4135355343752975e-05,2.7570011542518294e-06,0.0
760.0,-4.3320822457260885e-07,2.8530176560122372e-08,0.0,-4.3320822457260885e-07,2.8530176560122372e-08,0.0,-4.456856356832558e-05,2.785531330811952e-06,0.0
761.0,-4.36551905370383e-07,2.8755036729275466e-08,0.0,-4.36551905370383e-07,2.8755036729275466e-08,0.0,-4.500511547369597e-05,2.8142863675412275e-06,0.0
762.0,-4.399129629047458e-07,2.8980895915126617e-08,0.0,-4.399129629047458e-07,2.8980895915126617e-08,0.0,-4.544502843660071e-05,2.843267263456354e-06,0.0
763.0,-4.4329142319800355e-07,2.9207750590263293e-08,0.0,-4.4329142319800355e-07,2.9207750590263293e-08,0.0,-4.5888319859798714e-05,2.8724750140466175e-06,0.0
764.0,-4.466873118991582e-07,2.943559712937286e-08,0.0,-4.466873118991582e-07,2.943559712937286e-08,0.0,-4.633500717169787e-05,2.9019106111759903e-06,0.0
765.0,-4.5010065428096324e-07,2.9664431807826203e-08,0.0,-4.5010065428096324e-07,2.9664431807826203e-08,0.0,-4.678510782597883e-05,2.9315750429838164e-06,0.0
766.0,-4.535314752398464e-07,2.9894250802281976e-08,0.0,-4.535314752398464e-07,2.9894250802281976e-08,0.0,-4.723863930121868e-05,2.9614692937860985e-06,0.0
767.0,-4.569797992937046e-07,3.012505018897063e-08,0.0,-4.569797992937046e-07,3.012505018897063e-08,0.0,-4.769561910051238e-05,2.991594343975069e-06,0.0
768.0,-4.6044565058194824e-07,3.035682594525347e-08,0.0,-4.6044565058194824e-07,3.035682594525347e-08,0.0,-4.815606475109433e-05,3.0219511699203223e-06,0.0
769.0,-4.6392905285927766e-07,3.0589573945486847e-08,0.0,-4.6392905285927766e-07,3.0589573945486847e-08,0.0,-4.861999380395361e-05,3.0525407438658092e-06,0.0
770.0,-4.6743002950313455e-07,3.082328996561034e-08,0.0,-4.6743002950313455e-07,3.082328996561034e-08,0.0,-4.908742383345675e-05,3.0833640338314194e-06,0.0
771.0,-4.709486035032366e-07,3.105796967840434e-08,0.0,-4.709486035032366e-07,3.105796967840434e-08,0.0,-4.9558372436959984e-05,3.1144220035098237e-06,0.0
772.0,-4.744847974664618e-07,3.129360865530654e-08,0.0,-4.744847974664618e-07,3.129360865530654e-08,0.0,-5.003285723442645e-05,3.1457156121651304e-06,0.0
773.0,-4.780386336134216e-07,3.153020236532069e-08,0.0,-4.780386336134216e-07,3.153020236532069e-08,0.0,-5.051089586803987e-05,3.1772458145304512e-06,0.0
774.0,-4.816101337772643e-07,3.176774617507897e-08,0.0,-4.816101337772643e-07,3.176774617507897e-08,0.0,-5.0992506001817136e-05,3.2090135607055303e-06,0.0
775.0,-4.851993194007779e-07,3.200623534702698e-08,0.0,-4.851993194007779e-07,3.200623534702698e-08,0.0,-5.1477705321217916e-05,3.2410197960525573e-06,0.0
776.0,-4.888062115411529e-07,3.224566504211409e-08,0.0,-4.888062115411529e-07,3.224566504211409e-08,0.0,-5.1966511532759066e-05,3.2732654610946716e-06,0.0
777.0,-4.924308308614521e-07,3.248603031565075e-08,0.0,-4.924308308614521e-07,3.248603031565075e-08,0.0,-5.245894236362052e-05,3.3057514914103223e-06,0.0
778.0,-4.960731976326119e-07,3.272732611900303e-08,0.0,-4.960731976326119e-07,3.272732611900303e-08,0.0,-5.295501556125313e-05,3.3384788175293253e-06,0.0
779.0,-4.997333317345939e-07,3.296954729940797e-08,0.0,-4.997333317345939e-07,3.296954729940797e-08,0.0,-5.345474889298772e-05,3.3714483648287334e-06,0.0
780.0,-5.034112526512527e-07,3.3212688598703905e-08,0.0,-5.034112526512527e-07,3.3212688598703905e-08,0.0,-5.395816014563898e-05,3.4046610534274372e-06,0.0
781.0,-5.071069794723252e-07,3.3456744653446185e-08,0.0,-5.071069794723252e-07,3.3456744653446185e-08,0.0,-5.4465267125111305e-05,3.4381177980808833e-06,0.0
782.0,-5.108205308919718e-07,3.3701709995322505e-08,0.0,-5.108205308919718e-07,3.3701709995322505e-08,0.0,-5.4976087656003275e-05,3.471819508076206e-06,0.0
783.0,-5.145519252044841e-07,3.394757904851414e-08,0.0,-5.145519252044841e-07,3.394757904851414e-08,0.0,-5.549063958120776e-05,3.5057670871247198e-06,0.0
784.0,-5.18301180307961e-07,3.419434613154933e-08,0.0,-5.18301180307961e-07,3.419434613154933e-08,0.0,-5.6008940761515716e-05,3.539961433256269e-06,0.0
785.0,-5.220683137008408e-07,3.4442005456421166e-08,0.0,-5.220683137008408e-07,3.4442005456421166e-08,0.0,-5.6531009075216555e-05,3.57440343871269e-06,0.0
786.0,-5.258533424812263e-07,3.469055112829438e-08,0.0,-5.258533424812263e-07,3.469055112829438e-08,0.0,-5.705686241769778e-05,3.6090939898409847e-06,0.0
787.0,-5.296562833455904e-07,3.4939977144383056e-08,0.0,-5.296562833455904e-07,3.4939977144383056e-08,0.0,-5.758651870104337e-05,3.6440339669853678e-06,0.0
788.0,-5.334771525893366e-07,3.519027739497593e-08,0.0,-5.334771525893366e-07,3.519027739497593e-08,0.0,-5.81199958536327e-05,3.6792242443803438e-06,0.0
789.0,-5.373159661027693e-07,3.5441445661105045e-08,0.0,-5.373159661027693e-07,3.5441445661105045e-08,0.0,-5.865731181973547e-05,3.7146656900414487e-06,0.0
790.0,-5.41172739375712e-07,3.569347561776587e-08,0.0,-5.41172739375712e-07,3.569347561776587e-08,0.0,-5.9198484559111184e-05,3.7503591656592145e-06,0.0
791.0,-5.450474874906965e-07,3.5946360829531525e-08,0.0,-5.450474874906965e-07,3.5946360829531525e-08,0.0,-5.974353204660188e-05,3.786305526488746e-06,0.0
792.0,-5.48940225125024e-07,3.620009475315543e-08,0.0,-5.48940225125024e-07,3.620009475315543e-08,0.0,-6.0292472271726905e-05,3.822505621241902e-06,0.0
793.0,-5.528509665514673e-07,3.645467073661099e-08,0.0,-5.528509665514673e-07,3.645467073661099e-08,0.0,-6.084532323827837e-05,3.858960291978513e-06,0.0
794.0,-5.567797256339894e-07,3.671008201773864e-08,0.0,-5.567797256339894e-07,3.671008201773864e-08,0.0,-6.140210296391236e-05,3.895670373996251e-06,0.0
795.0,-5.607265158286749e-07,3.696632172513192e-08,0.0,-5.607265158286749e-07,3.696632172513192e-08,0.0,-6.196282947974104e-05,3.932636695721383e-06,0.0
796.0,-5.646913501848385e-07,3.722338287874344e-08,0.0,-5.646913501848385e-07,3.722338287874344e-08,0.0,-6.252752082992588e-05,3.969860078600126e-06,0.0
797.0,-5.686742413411782e-07,3.7481258387298416e-08,0.0,-5.686742413411782e-07,3.7481258387298416e-08,0.0,-6.309619507126706e-05,4.007341336987425e-06,0.0
798.0,-5.726752015268502e-07,3.773994104967518e-08,0.0,-5.726752015268502e-07,3.773994104967518e-08,0.0,-6.366887027279391e-05,4.0450812780371006e-06,0.0
799.0,-5.766942425595597e-07,3.799942355405042e-08,0.0,-5.766942425595597e-07,3.799942355405042e-08,0.0,-6.424556451535347e-05,4.083080701591151e-06,0.0
800.0,-5.807313758480451e-07,3.825969847948315e-08,0.0,-5.807313758480451e-07,3.825969847948315e-08,0.0,-6.48262958912015e-05,4.121340400070634e-06,0.0
801.0,-5.847866123850895e-07,3.852075829154331e-08,0.0,-5.847866123850895e-07,3.852075829154331e-08,0.0,-6.541108250358659e-05,4.159861158362177e-06,0.0
802.0,-5.888599627568386e-07,3.878259534829704e-08,0.0,-5.888599627568386e-07,3.878259534829704e-08,0.0,-6.599994246634343e-05,4.198643753710475e-06,0.0
803.0,-5.929514371312682e-07,3.904520189328082e-08,0.0,-5.929514371312682e-07,3.904520189328082e-08,0.0,-6.65928939034747e-05,4.237688955603756e-06,0.0
804.0,-5.97061045266061e-07,3.930857006134593e-08,0.0,-5.97061045266061e-07,3.930857006134593e-08,0.0,-6.718995494874075e-05,4.276997525665101e-06,0.0
805.0,-6.011887965020018e-07,3.9572691873750276e-08,0.0,-6.011887965020018e-07,3.9572691873750276e-08,0.0,-6.779114374524276e-05,4.316570217538852e-06,0.0
806.0,-6.053346997684259e-07,3.983755924195239e-08,0.0,-6.053346997684259e-07,3.983755924195239e-08,0.0,-6.839647844501119e-05,4.356407776780804e-06,0.0
807.0,-6.094987635775766e-07,4.010316396483629e-08,0.0,-6.094987635775766e-07,4.010316396483629e-08,0.0,-6.900597720858877e-05,4.39651094074564e-06,0.0
808.0,-6.13680996025826e-07,4.036949772902656e-08,0.0,-6.13680996025826e-07,4.036949772902656e-08,0.0,-6.961965820461459e-05,4.4368804384746665e-06,0.0
809.0,-6.178814047946794e-07,4.063655210974874e-08,0.0,-6.178814047946794e-07,4.063655210974874e-08,0.0,-7.023753960940926e-05,4.477516990584415e-06,0.0
810.0,-6.220999971493181e-07,4.090431857007338e-08,0.0,-6.220999971493181e-07,4.090431857007338e-08,0.0,-7.085963960655859e-05,4.5184213091544886e-06,0.0
811.0,-6.263367799380125e-07,4.117278846100838e-08,0.0,-6.263367799380125e-07,4.117278846100838e-08,0.0,-7.14859763864966e-05,4.559594097615497e-06,0.0
812.0,-6.30591759590012e-07,4.1441953020137914e-08,0.0,-6.30591759590012e-07,4.1441953020137914e-08,0.0,-7.211656814608661e-05,4.6010360506356345e-06,0.0
813.0,-6.34864942119813e-07,4.1711803374251783e-08,0.0,-6.34864942119813e-07,4.1711803374251783e-08,0.0,-7.275143308820642e-05,4.642747854009886e-06,0.0
814.0,-6.391563331228513e-07,4.1982330537026344e-08,0.0,-6.391563331228513e-07,4.1982330537026344e-08,0.0,-7.339058942132928e-05,4.684730184546913e-06,0.0
815.0,-6.434659377755449e-07,4.225352540897151e-08,0.0,-6.434659377755449e-07,4.225352540897151e-08,0.0,-7.403405535910482e-05,4.726983709955884e-06,0.0
816.0,-6.477937608374529e-07,4.2525378778977e-08,0.0,-6.477937608374529e-07,4.2525378778977e-08,0.0,-7.468184911994227e-05,4.769509088734861e-06,0.0
817.0,-6.52139806648435e-07,4.2797881323113836e-08,0.0,-6.52139806648435e-07,4.2797881323113836e-08,0.0,-7.53339889265907e-05,4.8123069700579745e-06,0.0
818.0,-6.565040791289529e-07,4.3071023603965e-08,0.0,-6.565040791289529e-07,4.3071023603965e-08,0.0,-7.599049300571966e-05,4.8553779936619395e-06,0.0
819.0,-6.608865817810362e-07,4.334479607255835e-08,0.0,-6.608865817810362e-07,4.334479607255835e-08,0.0,-7.66513795875007e-05,4.898722789734498e-06,0.0
820.0,-6.652873176866764e-07,4.361918906648558e-08,0.0,-6.652873176866764e-07,4.361918906648558e-08,0.0,-7.731666690518737e-05,4.942341978800983e-06,0.0
821.0,-6.697062895098663e-07,4.389419281133168e-08,0.0,-6.697062895098663e-07,4.389419281133168e-08,0.0,-7.798637319469724e-05,4.986236171612315e-06,0.0
822.0,-6.741434994934394e-07,4.416979741969511e-08,0.0,-6.741434994934394e-07,4.416979741969511e-08,0.0,-7.866051669419068e-05,5.03040596903201e-06,0.0
823.0,-6.78598949459232e-07,4.444599289094778e-08,0.0,-6.78598949459232e-07,4.444599289094778e-08,0.0,-7.933911564364991e-05,5.0748519619229585e-06,0.0
824.0,-6.830726408119305e-07,4.472276911271827e-08,0.0,-6.830726408119305e-07,4.472276911271827e-08,0.0,-8.002218828446183e-05,5.119574731035677e-06,0.0
825.0,-6.875645745336164e-07,4.500011585930691e-08,0.0,-6.875645745336164e-07,4.500011585930691e-08,0.0,-8.070975285899544e-05,5.1645748468949836e-06,0.0
826.0,-6.920747511878732e-07,4.527802279332927e-08,0.0,-6.920747511878732e-07,4.527802279332927e-08,0.0,-8.140182761018332e-05,5.2098528696883124e-06,0.0
827.0,-6.9660317091677e-07,4.555647946402741e-08,0.0,-6.9660317091677e-07,4.555647946402741e-08,0.0,-8.20984307811001e-05,5.25540934915234e-06,0.0
828.0,-7.011498334427514e-07,4.583547530842275e-08,0.0,-7.011498334427514e-07,4.583547530842275e-08,0.0,-8.279958061454285e-05,5.301244824460763e-06,0.0
829.0,-7.057147380679821e-07,4.6114999651745236e-08,0.0,-7.057147380679821e-07,4.6114999651745236e-08,0.0,-8.350529535261083e-05,5.347359824112509e-06,0.0
830.0,-7.102978836737162e-07,4.639504170599766e-08,0.0,-7.102978836737162e-07,4.639504170599766e-08,0.0,-8.421559323628454e-05,5.3937548658185066e-06,0.0
831.0,-7.14899268721511e-07,4.667559057171054e-08,0.0,-7.14899268721511e-07,4.667559057171054e-08,0.0,-8.493049250500604e-05,5.440430456390217e-06,0.0
832.0,-7.195188912520255e-07,4.6956635236990807e-08,0.0,-7.195188912520255e-07,4.6956635236990807e-08,0.0,-8.565001139625806e-05,5.487387091627208e-06,0.0
833.0,-7.241567488881035e-07,4.723816457932544e-08,0.0,-7.241567488881035e-07,4.723816457932544e-08,0.0,-8.637416814514617e-05,5.534625256206533e-06,0.0
834.0,-7.288128388279399e-07,4.752016736174514e-08,0.0,-7.288128388279399e-07,4.752016736174514e-08,0.0,-8.710298098397411e-05,5.582145423568278e-06,0.0
835.0,-7.334871578538047e-07,4.780263223800964e-08,0.0,-7.334871578538047e-07,4.780263223800964e-08,0.0,-8.783646814182792e-05,5.629948055806288e-06,0.0
836.0,-7.381797023271881e-07,4.80855477498662e-08,0.0,-7.381797023271881e-07,4.80855477498662e-08,0.0,-8.857464784415511e-05,5.678033603556154e-06,0.0
837.0,-7.428904681895582e-07,4.8368902327167134e-08,0.0,-7.428904681895582e-07,4.8368902327167134e-08,0.0,-8.931753831234466e-05,5.726402505883321e-06,0.0
838.0,-7.476194509609598e-07,4.865268428816603e-08,0.0,-7.476194509609598e-07,4.865268428816603e-08,0.0,-9.006515776330562e-05,5.775055190171486e-06,0.0
839.0,-7.523666457445149e-07,4.8936881841233566e-08,0.0,-7.523666457445149e-07,4.8936881841233566e-08,0.0,-9.081752440905013e-05,5.8239920720127196e-06,0.0
840.0,-7.5713204722388e-07,4.922148308331435e-08,0.0,-7.5713204722388e-07,4.922148308331435e-08,0.0,-9.157465645627401e-05,5.873213555096034e-06,0.0
841.0,-7.619156496620435e-07,4.950647600048981e-08,0.0,-7.619156496620435e-07,4.950647600048981e-08,0.0,-9.233657210593605e-05,5.922720031096524e-06,0.0
842.0,-7.667174469060522e-07,4.979184846998251e-08,0.0,-7.667174469060522e-07,4.979184846998251e-08,0.0,-9.31032895528421e-05,5.972511879566506e-06,0.0
843.0,-7.715374323813016e-07,5.0077588256786106e-08,0.0,-7.715374323813016e-07,5.0077588256786106e-08,0.0,-9.38748269852234e-05,6.022589467823292e-06,0.0
844.0,-7.763755990981637e-07,5.0363683017826895e-08,0.0,-7.763755990981637e-07,5.0363683017826895e-08,0.0,-9.465120258432156e-05,6.072953150841119e-06,0.0
845.0,-7.812319396462466e-07,5.065012029825192e-08,0.0,-7.812319396462466e-07,5.065012029825192e-08,0.0,-9.543243452396781e-05,6.123603271139371e-06,0.0
846.0,-7.861064461985053e-07,5.093688753559528e-08,0.0,-7.861064461985053e-07,5.093688753559528e-08,0.0,-9.621854097016632e-05,6.174540158674966e-06,0.0
847.0,-7.909991105125121e-07,5.1223972058181655e-08,0.0,-7.909991105125121e-07,5.1223972058181655e-08,0.0,-9.700954008067883e-05,6.2257641307331475e-06,0.0
848.0,-7.959099239254797e-07,5.151136108401742e-08,0.0,-7.959099239254797e-07,5.151136108401742e-08,0.0,-9.780545000460432e-05,6.277275491817165e-06,0.0
849.0,-8.008388773623513e-07,5.179904172481917e-08,0.0,-8.008388773623513e-07,5.179904172481917e-08,0.0,-9.860628888196667e-05,6.329074533541984e-06,0.0
850.0,-8.057859613265922e-07,5.2087000981154436e-08,0.0,-8.057859613265922e-07,5.2087000981154436e-08,0.0,-9.941207484329327e-05,6.381161534523139e-06,0.0
851.0,-8.107511659113967e-07,5.237522574817207e-08,0.0,-8.107511659113967e-07,5.237522574817207e-08,0.0,-0.00010022282600920467,6.433536760271311e-06,0.0
852.0,-8.157344807898179e-07,5.2663702811725105e-08,0.0,-8.157344807898179e-07,5.2663702811725105e-08,0.0,-0.00010103856048999448,6.486200463083037e-06,0.0
853.0,-8.207358952249614e-07,5.295241885225926e-08,0.0,-8.207358952249614e-07,5.295241885225926e-08,0.0,-0.00010185929638521944,6.539152881935296e-06,0.0
854.0,-8.25755398060822e-07,5.324136044100997e-08,0.0,-8.25755398060822e-07,5.324136044100997e-08,0.0,-0.00010268505178328027,6.592394242376306e-06,0.0
855.0,-8.307929777292569e-07,5.353051404353472e-08,0.0,-8.307929777292569e-07,5.353051404353472e-08,0.0,-0.00010351584476100953,6.645924756419841e-06,0.0
856.0,-8.358486222493931e-07,5.381986601992182e-08,0.0,-8.358486222493931e-07,5.381986601992182e-08,0.0,-0.00010435169338325892,6.6997446224397624e-06,0.0
857.0,-8.409223192264882e-07,5.4109402623414615e-08,0.0,-8.409223192264882e-07,5.4109402623414615e-08,0.0,-0.00010519261570248541,6.753854025063177e-06,0.0
858.0,-8.460140558551124e-07,5.439911000301374e-08,0.0,-8.460140558551124e-07,5.439911000301374e-08,0.0,-0.00010603862975834052,6.808253135066191e-06,0.0
859.0,-8.511238189145824e-07,5.468897420088383e-08,0.0,-8.511238189145824e-07,5.468897420088383e-08,0.0,-0.0001068897535772551,6.862942109267075e-06,0.0
860.0,-8.562515947750839e-07,5.4978981155552025e-08,0.0,-8.562515947750839e-07,5.4978981155552025e-08,0.0,-0.00010774600517203018,6.917921090422627e-06,0.0
861.0,-8.613973693967464e-07,5.5269116702216724e-08,0.0,-8.613973693967464e-07,5.5269116702216724e-08,0.0,-0.00010860740254142693,6.9731902071248435e-06,0.0
862.0,-8.665611283261156e-07,5.555936656969545e-08,0.0,-8.665611283261156e-07,5.555936656969545e-08,0.0,-0.00010947396366975305,7.028749573694539e-06,0.0
863.0,-8.717428567048849e-07,5.5849716386821474e-08,0.0,-8.717428567048849e-07,5.5849716386821474e-08,0.0,-0.00011034570652645793,7.0845992900813606e-06,0.0
864.0,-8.769425392634073e-07,5.614015167764981e-08,0.0,-8.769425392634073e-07,5.614015167764981e-08,0.0,-0.00011122264906572134,7.1407394417590105e-06,0.0
865.0,-8.82160160321207e-07,5.6430657862673765e-08,0.0,-8.82160160321207e-07,5.6430657862673765e-08,0.0,-0.00011210480922604255,7.1971700996216844e-06,0.0
866.0,-8.873957037947729e-07,5.672122026293017e-08,0.0,-8.873957037947729e-07,5.672122026293017e-08,0.0,-0.00011299220492983732,7.253891319884615e-06,0.0
867.0,-8.926491531914687e-07,5.7011824097270456e-08,0.0,-8.926491531914687e-07,5.7011824097270456e-08,0.0,-0.00011388485408302878,7.310903143981885e-06,0.0
868.0,-8.979204916112956e-07,5.730245448235713e-08,0.0,-8.979204916112956e-07,5.730245448235713e-08,0.0,-0.00011478277457464008,7.368205598464242e-06,0.0
869.0,-9.032097017499584e-07,5.759309643549302e-08,0.0,-9.032097017499584e-07,5.759309643549302e-08,0.0,-0.00011568598427639004,7.425798694899735e-06,0.0
870.0,-9.08516765898028e-07,5.7883734873898105e-08,0.0,-9.08516765898028e-07,5.7883734873898105e-08,0.0,-0.00011659450104228806,7.483682429773633e-06,0.0
871.0,-9.138416659415204e-07,5.817435461544679e-08,0.0,-9.138416659415204e-07,5.817435461544679e-08,0.0,-0.00011750834270822958,7.54185678438908e-06,0.0
