time [s],ax [km/s^2],ay [km/s^2],az [km/s^2],dvx [km/s],dvy [km/s],dvz [km/s],sum_dvx [km/s],sum_dvy [km/s],sum_dvz [km/s]
4133.0,1.3159859418793451e-13,2.0557347541481397e-16,0.0,1.3159859418793451e-13,2.0557347541481397e-16,0.0,-0.005261407774382663,-7.720514153601085e-05,0.0
4134.0,1.340976179203215e-13,2.1039151726591583e-16,0.0,1.340976179203215e-13,2.1039151726591583e-16,0.0,-0.0052614077742485655,-7.720514153580046e-05,0.0
4135.0,1.3669421644985687e-13,2.1539740089843416e-16,0.0,1.3669421644985687e-13,2.1539740089843416e-16,0.0,-0.005261407774111871,-7.720514153558505e-05,0.0
4136.0,1.393912198587971e-13,2.205976016065202e-16,0.0,1.393912198587971e-13,2.205976016065202e-16,0.0,-0.00526140777397248,-7.720514153536446e-05,0.0
4137.0,1.4219153175691298e-13,2.2599878878239176e-16,0.0,1.4219153175691298e-13,2.2599878878239176e-16,0.0,-0.005261407773830288,-7.720514153513846e-05,0.0
4138.0,1.450981308100842e-13,2.316078308604806e-16,0.0,1.450981308100842e-13,2.316078308604806e-16,0.0,-0.00526140777368519,-7.720514153490685e-05,0.0
4139.0,1.4811407229472445e-13,2.374318003903127e-16,0.0,1.4811407229472445e-13,2.374318003903127e-16,0.0,-0.005261407773537076,-7.720514153466942e-05,0.0
4140.0,1.51242489678171e-13,2.434779791750458e-16,0.0,1.51242489678171e-13,2.434779791750458e-16,0.0,-0.005261407773385833,-7.720514153442593e-05,0.0
4141.0,1.5448659622578412e-13,2.4975386355100664e-16,0.0,1.5448659622578412e-13,2.4975386355100664e-16,0.0,-0.005261407773231346,-7.720514153417617e-05,0.0
4142.0,1.5784968663469072e-13,2.5626716975758717e-16,0.0,1.5784968663469072e-13,2.5626716975758717e-16,0.0,-0.005261407773073497,-7.720514153391991e-05,0.0
4143.0,1.6133513869458312e-13,2.6302583941918367e-16,0.0,1.6133513869458312e-13,2.6302583941918367e-16,0.0,-0.005261407772912161,-7.720514153365688e-05,0.0
4144.0,1.6494641497595485e-13,2.7003804515373686e-16,0.0,1.6494641497595485e-13,2.7003804515373686e-16,0.0,-0.005261407772747215,-7.720514153338685e-05,0.0
4145.0,1.6868706454575284e-13,2.773121962841001e-16,0.0,1.6868706454575284e-13,2.773121962841001e-16,0.0,-0.005261407772578528,-7.720514153310954e-05,0.0
4146.0,1.7256072471160988e-13,2.8485694467741837e-16,0.0,1.7256072471160988e-13,2.8485694467741837e-16,0.0,-0.005261407772405967,-7.720514153282468e-05,0.0
4147.0,1.7657112279365628e-13,2.926811906760335e-16,0.0,1.7657112279365628e-13,2.926811906760335e-16,0.0,-0.005261407772229396,-7.7205141532532e-05,0.0
4148.0,1.8072207792572015e-13,3.0079408918894884e-16,0.0,1.8072207792572015e-13,3.0079408918894884e-16,0.0,-0.005261407772048674,-7.72051415322312e-05,0.0
4149.0,1.850175028851295e-13,3.092050558512428e-16,0.0,1.850175028851295e-13,3.092050558512428e-16,0.0,-0.005261407771863656,-7.7205141531922e-05,0.0
4150.0,1.8946140595129123e-13,3.179237734021946e-16,0.0,1.8946140595129123e-13,3.179237734021946e-16,0.0,-0.005261407771674195,-7.720514153160407e-05,0.0
4151.0,1.9405789279536822e-13,3.269601980438154e-16,0.0,1.9405789279536822e-13,3.269601980438154e-16,0.0,-0.005261407771480137,-7.720514153127711e-05,0.0
4152.0,1.9881116839800588e-13,3.363245660881145e-16,0.0,1.9881116839800588e-13,3.363245660881145e-16,0.0,-0.005261407771281325,-7.720514153094079e-05,0.0
4153.0,2.0372553899892562e-13,3.4602740061316787e-16,0.0,2.0372553899892562e-13,3.4602740061316787e-16,0.0,-0.005261407771077599,-7.720514153059477e-05,0.0
4154.0,2.0880541407643477e-13,3.560795183038794e-16,0.0,2.0880541407643477e-13,3.560795183038794e-16,0.0,-0.005261407770868794,-7.720514153023869e-05,0.0
4155.0,2.1405530835795515e-13,3.664920364270285e-16,0.0,2.1405530835795515e-13,3.664920364270285e-16,0.0,-0.005261407770654739,-7.72051415298722e-05,0.0
4156.0,2.1947984386169455e-13,3.772763799298335e-16,0.0,2.1947984386169455e-13,3.772763799298335e-16,0.0,-0.005261407770435259,-7.720514152949493e-05,0.0
4157.0,2.2508375197031328e-13,3.884442887008899e-16,0.0,2.2508375197031328e-13,3.884442887008899e-16,0.0,-0.005261407770210175,-7.720514152910649e-05,0.0
4158.0,2.308718755368274e-13,4.0000782490082565e-16,0.0,2.308718755368274e-13,4.0000782490082565e-16,0.0,-0.0052614077699793035,-7.720514152870648e-05,0.0
4159.0,2.3684917102166977e-13,4.119793805372104e-16,0.0,2.3684917102166977e-13,4.119793805372104e-16,0.0,-0.005261407769742454,-7.72051415282945e-05,0.0
4160.0,2.430207106640422e-13,4.243716851175459e-16,0.0,2.430207106640422e-13,4.243716851175459e-16,0.0,-0.005261407769499433,-7.720514152787013e-05,0.0
4161.0,2.4939168468483783e-13,4.371978134607047e-16,0.0,2.4939168468483783e-13,4.371978134607047e-16,0.0,-0.005261407769250041,-7.720514152743292e-05,0.0
4162.0,2.5596740352401547e-13,4.504711936813554e-16,0.0,2.5596740352401547e-13,4.504711936813554e-16,0.0,-0.005261407768994074,-7.720514152698245e-05,0.0
4163.0,2.627533001116159e-13,4.642056152464668e-16,0.0,2.627533001116159e-13,4.642056152464668e-16,0.0,-0.005261407768731321,-7.720514152651825e-05,0.0
4164.0,2.697549321718839e-13,4.784152373458112e-16,0.0,2.697549321718839e-13,4.784152373458112e-16,0.0,-0.005261407768461566,-7.720514152603983e-05,0.0
4165.0,2.769779845631599e-13,4.931145972372578e-16,0.0,2.769779845631599e-13,4.931145972372578e-16,0.0,-0.005261407768184588,-7.720514152554672e-05,0.0
4166.0,2.844282716521333e-13,5.083186188457227e-16,0.0,2.844282716521333e-13,5.083186188457227e-16,0.0,-0.00526140776790016,-7.720514152503841e-05,0.0
4167.0,2.9211173972311994e-13,5.240426215422376e-16,0.0,2.9211173972311994e-13,5.240426215422376e-16,0.0,-0.005261407767608048,-7.720514152451436e-05,0.0
4168.0,3.000344694227171e-13,5.403023290177016e-16,0.0,3.000344694227171e-13,5.403023290177016e-16,0.0,-0.005261407767308014,-7.720514152397406e-05,0.0
4169.0,3.0820267824160225e-13,5.571138783635408e-16,0.0,3.0820267824160225e-13,5.571138783635408e-16,0.0,-0.005261407766999812,-7.720514152341694e-05,0.0
4170.0,3.1662272303098544e-13,5.744938293504332e-16,0.0,3.1662272303098544e-13,5.744938293504332e-16,0.0,-0.005261407766683189,-7.720514152284245e-05,0.0
4171.0,3.2530110255726957e-13,5.924591737570021e-16,0.0,3.2530110255726957e-13,5.924591737570021e-16,0.0,-0.005261407766357888,-7.720514152224999e-05,0.0
4172.0,3.3424446009289886e-13,6.110273450422813e-16,0.0,3.3424446009289886e-13,6.110273450422813e-16,0.0,-0.005261407766023643,-7.720514152163896e-05,0.0
4173.0,3.434595860447762e-13,6.302162280498725e-16,0.0,3.434595860447762e-13,6.302162280498725e-16,0.0,-0.005261407765680183,-7.720514152100874e-05,0.0
4174.0,3.529534206212067e-13,6.500441689406098e-16,0.0,3.529534206212067e-13,6.500441689406098e-16,0.0,-0.00526140776532723,-7.72051415203587e-05,0.0
4175.0,3.6273305653618234e-13,6.705299853549295e-16,0.0,3.6273305653618234e-13,6.705299853549295e-16,0.0,-0.005261407764964496,-7.720514151968817e-05,0.0
4176.0,3.728057417526929e-13,6.916929766913922e-16,0.0,3.728057417526929e-13,6.916929766913922e-16,0.0,-0.00526140776459169,-7.720514151899648e-05,0.0
4177.0,3.8317888226557413e-13,7.135529345525259e-16,0.0,3.8317888226557413e-13,7.135529345525259e-16,0.0,-0.005261407764208512,-7.720514151828292e-05,0.0
4178.0,3.938600449229188e-13,7.361301534547814e-16,0.0,3.938600449229188e-13,7.361301534547814e-16,0.0,-0.005261407763814651,-7.720514151754679e-05,0.0
4179.0,4.048569602873258e-13,7.594454417462805e-16,0.0,4.048569602873258e-13,7.594454417462805e-16,0.0,-0.005261407763409795,-7.720514151678735e-05,0.0
4180.0,4.1617752553909465e-13,7.835201325148091e-16,0.0,4.1617752553909465e-13,7.835201325148091e-16,0.0,-0.005261407762993617,-7.720514151600382e-05,0.0
4181.0,4.278298074171629e-13,8.083760949753826e-16,0.0,4.278298074171629e-13,8.083760949753826e-16,0.0,-0.0052614077625657875,-7.720514151519544e-05,0.0
4182.0,4.3982204520352603e-13,8.340357458339266e-16,0.0,4.3982204520352603e-13,8.340357458339266e-16,0.0,-0.005261407762125966,-7.72051415143614e-05,0.0
4183.0,4.521626537477321e-13,8.605220610480138e-16,0.0,4.521626537477321e-13,8.605220610480138e-16,0.0,-0.005261407761673803,-7.720514151350089e-05,0.0
4184.0,4.648602265341427e-13,8.878585875270757e-16,0.0,4.648602265341427e-13,8.878585875270757e-16,0.0,-0.005261407761208943,-7.720514151261303e-05,0.0
4185.0,4.779235387905307e-13,9.160694553311167e-16,0.0,4.779235387905307e-13,9.160694553311167e-16,0.0,-0.00526140776073102,-7.720514151169696e-05,0.0
4186.0,4.913615506401941e-13,9.451793898458463e-16,0.0,4.913615506401941e-13,9.451793898458463e-16,0.0,-0.005261407760239659,-7.720514151075178e-05,0.0
4187.0,5.051834102963825e-13,9.752137243537283e-16,0.0,5.051834102963825e-13,9.752137243537283e-16,0.0,-0.005261407759734475,-7.720514150977657e-05,0.0
4188.0,5.193984573004961e-13,1.0061984126913242e-15,0.0,5.193984573004961e-13,1.0061984126913242e-15,0.0,-0.005261407759215076,-7.720514150877038e-05,0.0
4189.0,5.340162258052688e-13,1.0381600421370235e-15,0.0,5.340162258052688e-13,1.0381600421370235e-15,0.0,-0.00526140775868106,-7.720514150773221e-05,0.0
4190.0,5.490464479005838e-13,1.0711258465733475e-15,0.0,5.490464479005838e-13,1.0711258465733475e-15,0.0,-0.005261407758132014,-7.720514150666109e-05,0.0
4191.0,5.64499056984689e-13,1.1051237199175353e-15,0.0,5.64499056984689e-13,1.1051237199175353e-15,0.0,-0.005261407757567515,-7.720514150555596e-05,0.0
4192.0,5.803841911812447e-13,1.1401822295952802e-15,0.0,5.803841911812447e-13,1.1401822295952802e-15,0.0,-0.005261407756987131,-7.720514150441577e-05,0.0
4193.0,5.967121968017523e-13,1.176330630435114e-15,0.0,5.967121968017523e-13,1.176330630435114e-15,0.0,-0.005261407756390419,-7.720514150323944e-05,0.0
4194.0,6.134936318535469e-13,1.2135988786613376e-15,0.0,6.134936318535469e-13,1.2135988786613376e-15,0.0,-0.0052614077557769255,-7.720514150202584e-05,0.0
4195.0,6.30739269594161e-13,1.2520176463322792e-15,0.0,6.30739269594161e-13,1.2520176463322792e-15,0.0,-0.005261407755146186,-7.720514150077382e-05,0.0
4196.0,6.484601021340247e-13,1.2916183356865736e-15,0.0,6.484601021340247e-13,1.2916183356865736e-15,0.0,-0.005261407754497726,-7.720514149948219e-05,0.0
4197.0,6.666673440847817e-13,1.3324330940245647e-15,0.0,6.666673440847817e-13,1.3324330940245647e-15,0.0,-0.005261407753831058,-7.720514149814976e-05,0.0
4198.0,6.853724362571454e-13,1.3744948286732615e-15,0.0,6.853724362571454e-13,1.3744948286732615e-15,0.0,-0.005261407753145686,-7.720514149677526e-05,0.0
4199.0,7.045870494057259e-13,1.4178372223310454e-15,0.0,7.045870494057259e-13,1.4178372223310454e-15,0.0,-0.005261407752441098,-7.720514149535743e-05,0.0
4200.0,7.243230880224454e-13,1.462494748502798e-15,0.0,7.243230880224454e-13,1.462494748502798e-15,0.0,-0.005261407751716775,-7.720514149389493e-05,0.0
4201.0,7.445926941806368e-13,1.5085026872519057e-15,0.0,7.445926941806368e-13,1.5085026872519057e-15,0.0,-0.005261407750972182,-7.720514149238643e-05,0.0
4202.0,7.654082514275415e-13,1.5558971413975994e-15,0.0,7.654082514275415e-13,1.5558971413975994e-15,0.0,-0.0052614077502067735,-7.720514149083053e-05,0.0
4203.0,7.867823887270376e-13,1.6047150526352769e-15,0.0,7.867823887270376e-13,1.6047150526352769e-15,0.0,-0.005261407749419991,-7.720514148922582e-05,0.0
4204.0,8.087279844532698e-13,1.6549942181824332e-15,0.0,8.087279844532698e-13,1.6549942181824332e-15,0.0,-0.005261407748611263,-7.720514148757082e-05,0.0
4205.0,8.312581704349982e-13,1.7067733075292874e-15,0.0,8.312581704349982e-13,1.7067733075292874e-15,0.0,-0.0052614077477800055,-7.720514148586404e-05,0.0
4206.0,8.543863360514266e-13,1.7600918797129974e-15,0.0,8.543863360514266e-13,1.7600918797129974e-15,0.0,-0.0052614077469256195,-7.720514148410395e-05,0.0
4207.0,8.781261323805024e-13,1.8149904004450614e-15,0.0,8.781261323805024e-13,1.8149904004450614e-15,0.0,-0.005261407746047493,-7.720514148228896e-05,0.0
4208.0,9.024914763974012e-13,1.8715102601098842e-15,0.0,9.024914763974012e-13,1.8715102601098842e-15,0.0,-0.005261407745145001,-7.720514148041745e-05,0.0
4209.0,9.274965552312447e-13,1.929693791232012e-15,0.0,9.274965552312447e-13,1.929693791232012e-15,0.0,-0.0052614077442175045,-7.720514147848776e-05,0.0
4210.0,9.531558304674584e-13,1.989584287103958e-15,0.0,9.531558304674584e-13,1.989584287103958e-15,0.0,-0.005261407743264349,-7.720514147649818e-05,0.0
4211.0,9.794840425104568e-13,2.051226020192769e-15,0.0,9.794840425104568e-13,2.051226020192769e-15,0.0,-0.005261407742284865,-7.720514147444695e-05,0.0
4212.0,1.0064962149976307e-12,2.1146642609115934e-15,0.0,1.0064962149976307e-12,2.1146642609115934e-15,0.0,-0.005261407741278369,-7.720514147233228e-05,0.0
4213.0,1.034207659268376e-12,2.179945296608022e-15,0.0,1.034207659268376e-12,2.179945296608022e-15,0.0,-0.005261407740244161,-7.720514147015233e-05,0.0
4214.0,1.062633978889264e-12,2.247116451191294e-15,0.0,1.062633978889264e-12,2.247116451191294e-15,0.0,-0.005261407739181527,-7.720514146790521e-05,0.0
4215.0,1.0917910742327966e-12,2.316226104777678e-15,0.0,1.0917910742327966e-12,2.316226104777678e-15,0.0,-0.005261407738089736,-7.720514146558899e-05,0.0
4216.0,1.121695147116477e-12,2.3873237135419997e-15,0.0,1.121695147116477e-12,2.3873237135419997e-15,0.0,-0.005261407736968041,-7.720514146320167e-05,0.0
4217.0,1.1523627054938506e-12,2.4604598302863015e-15,0.0,1.1523627054938506e-12,2.4604598302863015e-15,0.0,-0.005261407735815678,-7.720514146074121e-05,0.0
4218.0,1.1838105682051577e-12,2.5356861248587027e-15,0.0,1.1838105682051577e-12,2.5356861248587027e-15,0.0,-0.0052614077346318676,-7.720514145820552e-05,0.0
4219.0,1.2160558697874036e-12,2.6130554052325266e-15,0.0,1.2160558697874036e-12,2.6130554052325266e-15,0.0,-0.005261407733415812,-7.720514145559247e-05,0.0
4220.0,1.249116065337505e-12,2.6926216389431174e-15,0.0,1.249116065337505e-12,2.6926216389431174e-15,0.0,-0.005261407732166695,-7.720514145289985e-05,0.0
4221.0,1.2830089354397514e-12,2.7744399744000975e-15,0.0,1.2830089354397514e-12,2.7744399744000975e-15,0.0,-0.005261407730883686,-7.72051414501254e-05,0.0
4222.0,1.3177525911495839e-12,2.8585667628607473e-15,0.0,1.3177525911495839e-12,2.8585667628607473e-15,0.0,-0.005261407729565934,-7.720514144726684e-05,0.0
4223.0,1.3533654790365226e-12,2.945059580996054e-15,0.0,1.3533654790365226e-12,2.945059580996054e-15,0.0,-0.0052614077282125684,-7.720514144432178e-05,0.0
4224.0,1.3898663862882565e-12,3.0339772532954212e-15,0.0,1.3898663862882565e-12,3.0339772532954212e-15,0.0,-0.005261407726822702,-7.72051414412878e-05,0.0
4225.0,1.4272744458759541e-12,3.125379875043785e-15,0.0,1.4272744458759541e-12,3.125379875043785e-15,0.0,-0.005261407725395428,-7.720514143816243e-05,0.0
4226.0,1.4656091417824394e-12,3.219328835457843e-15,0.0,1.4656091417824394e-12,3.219328835457843e-15,0.0,-0.005261407723929819,-7.720514143494309e-05,0.0
4227.0,1.504890314283835e-12,3.3158868418535645e-15,0.0,1.504890314283835e-12,3.3158868418535645e-15,0.0,-0.005261407722424929,-7.720514143162721e-05,0.0
4228.0,1.5451381653045104e-12,3.4151179431454217e-15,0.0,1.5451381653045104e-12,3.4151179431454217e-15,0.0,-0.005261407720879791,-7.72051414282121e-05,0.0
4229.0,1.5863732638311666e-12,3.5170875541916134e-15,0.0,1.5863732638311666e-12,3.5170875541916134e-15,0.0,-0.005261407719293417,-7.720514142469501e-05,0.0
4230.0,1.6286165513821707e-12,3.621862481043389e-15,0.0,1.6286165513821707e-12,3.621862481043389e-15,0.0,-0.005261407717664801,-7.720514142107315e-05,0.0
4231.0,1.671889347552951e-12,3.7295109455992416e-15,0.0,1.671889347552951e-12,3.7295109455992416e-15,0.0,-0.005261407715992912,-7.720514141734365e-05,0.0
4232.0,1.7162133556195992e-12,3.840102611136413e-15,0.0,1.7162133556195992e-12,3.840102611136413e-15,0.0,-0.005261407714276699,-7.720514141350354e-05,0.0
4233.0,1.7616106682023767e-12,3.953708608503843e-15,0.0,1.7616106682023767e-12,3.953708608503843e-15,0.0,-0.005261407712515088,-7.720514140954983e-05,0.0
4234.0,1.808103773008688e-12,4.07040156167516e-15,0.0,1.808103773008688e-12,4.07040156167516e-15,0.0,-0.005261407710706984,-7.720514140547942e-05,0.0
4235.0,1.8557155586255264e-12,4.190255614991829e-15,0.0,1.8557155586255264e-12,4.190255614991829e-15,0.0,-0.0052614077088512685,-7.720514140128917e-05,0.0
4236.0,1.904469320389379e-12,4.31334646000801e-15,0.0,1.904469320389379e-12,4.31334646000801e-15,0.0,-0.005261407706946799,-7.720514139697582e-05,0.0
4237.0,1.954388766321827e-12,4.439751362558155e-15,0.0,1.954388766321827e-12,4.439751362558155e-15,0.0,-0.00526140770499241,-7.720514139253607e-05,0.0
4238.0,2.0054980231257884e-12,4.569549190893185e-15,0.0,2.0054980231257884e-12,4.569549190893185e-15,0.0,-0.005261407702986912,-7.720514138796652e-05,0.0
4239.0,2.0578216422584663e-12,4.702820443947341e-15,0.0,2.0578216422584663e-12,4.702820443947341e-15,0.0,-0.00526140770092909,-7.72051413832637e-05,0.0
4240.0,2.1113846060666073e-12,4.839647279523629e-15,0.0,2.1113846060666073e-12,4.839647279523629e-15,0.0,-0.005261407698817705,-7.720514137842405e-05,0.0
4241.0,2.166212333995197e-12,4.980113543793209e-15,0.0,2.166212333995197e-12,4.980113543793209e-15,0.0,-0.005261407696651493,-7.720514137344393e-05,0.0
4242.0,2.222330688862932e-12,5.12430480030491e-15,0.0,2.222330688862932e-12,5.12430480030491e-15,0.0,-0.005261407694429162,-7.720514136831963e-05,0.0
4243.0,2.2797659832113595e-12,5.2723083599235564e-15,0.0,2.2797659832113595e-12,5.2723083599235564e-15,0.0,-0.005261407692149396,-7.720514136304732e-05,0.0
4244.0,2.3385449857166817e-12,5.424213311363036e-15,0.0,2.3385449857166817e-12,5.424213311363036e-15,0.0,-0.005261407689810851,-7.72051413576231e-05,0.0
4245.0,2.398694927683484e-12,5.580110551680004e-15,0.0,2.398694927683484e-12,5.580110551680004e-15,0.0,-0.005261407687412156,-7.7205141352043e-05,0.0
4246.0,2.460243509604697e-12,5.740092817546354e-15,0.0,2.460243509604697e-12,5.740092817546354e-15,0.0,-0.005261407684951912,-7.720514134630291e-05,0.0
4247.0,2.5232189077953872e-12,5.90425471629427e-15,0.0,2.5232189077953872e-12,5.90425471629427e-15,0.0,-0.0052614076824286935,-7.720514134039866e-05,0.0
4248.0,2.5876497810946603e-12,6.072692758879782e-15,0.0,2.5876497810946603e-12,6.072692758879782e-15,0.0,-0.005261407679841044,-7.720514133432596e-05,0.0
4249.0,2.653565277649219e-12,6.2455053917567325e-15,0.0,2.653565277649219e-12,6.2455053917567325e-15,0.0,-0.005261407677187479,-7.720514132808045e-05,0.0
4250.0,2.7209950417706893e-12,6.42279302928778e-15,0.0,2.7209950417706893e-12,6.42279302928778e-15,0.0,-0.005261407674466484,-7.720514132165767e-05,0.0
4251.0,2.7899692208537366e-12,6.604658088566642e-15,0.0,2.7899692208537366e-12,6.604658088566642e-15,0.0,-0.005261407671676514,-7.7205141315053e-05,0.0
4252.0,2.8605184723888347e-12,6.791205021880117e-15,0.0,2.8605184723888347e-12,6.791205021880117e-15,0.0,-0.005261407668815996,-7.720514130826181e-05,0.0
4253.0,2.932673971038974e-12,6.982540351642219e-15,0.0,2.932673971038974e-12,6.982540351642219e-15,0.0,-0.005261407665883322,-7.720514130127926e-05,0.0
4254.0,3.006467415796987e-12,7.178772705240136e-15,0.0,3.006467415796987e-12,7.178772705240136e-15,0.0,-0.005261407662876854,-7.720514129410049e-05,0.0
4255.0,3.08193103721487e-12,7.380012849850855e-15,0.0,3.08193103721487e-12,7.380012849850855e-15,0.0,-0.005261407659794923,-7.720514128672047e-05,0.0
4256.0,3.15909760471987e-12,7.586373729092978e-15,0.0,3.15909760471987e-12,7.586373729092978e-15,0.0,-0.005261407656635825,-7.720514127913409e-05,0.0
4257.0,3.238000433997001e-12,7.797970497744104e-15,0.0,3.238000433997001e-12,7.797970497744104e-15,0.0,-0.005261407653397825,-7.720514127133612e-05,0.0
4258.0,3.318673394462149e-12,8.014920560247218e-15,0.0,3.318673394462149e-12,8.014920560247218e-15,0.0,-0.005261407650079151,-7.72051412633212e-05,0.0
4259.0,3.4011509168059933e-12,8.237343606489795e-15,0.0,3.4011509168059933e-12,8.237343606489795e-15,0.0,-0.005261407646678,-7.720514125508385e-05,0.0
4260.0,3.4854680006215727e-12,8.465361650606743e-15,0.0,3.4854680006215727e-12,8.465361650606743e-15,0.0,-0.005261407643192532,-7.720514124661849e-05,0.0
4261.0,3.571660222107438e-12,8.699099068401184e-15,0.0,3.571660222107438e-12,8.699099068401184e-15,0.0,-0.005261407639620872,-7.72051412379194e-05,0.0
4262.0,3.659763741862548e-12,8.938682636650577e-15,0.0,3.659763741862548e-12,8.938682636650577e-15,0.0,-0.0052614076359611085,-7.720514122898072e-05,0.0
4263.0,3.7498153127531516e-12,9.184241572088475e-15,0.0,3.7498153127531516e-12,9.184241572088475e-15,0.0,-0.005261407632211293,-7.720514121979648e-05,0.0
4264.0,3.841852287861858e-12,9.435907571482906e-15,0.0,3.841852287861858e-12,9.435907571482906e-15,0.0,-0.005261407628369441,-7.720514121036057e-05,0.0
4265.0,3.93591262852777e-12,9.693814851467859e-15,0.0,3.93591262852777e-12,9.693814851467859e-15,0.0,-0.005261407624433528,-7.720514120066676e-05,0.0
4266.0,4.032034912461314e-12,9.958100190002276e-15,0.0,4.032034912461314e-12,9.958100190002276e-15,0.0,-0.005261407620401493,-7.720514119070866e-05,0.0
4267.0,4.130258341949028e-12,1.0228902967444643e-14,0.0,4.130258341949028e-12,1.0228902967444643e-14,0.0,-0.005261407616271235,-7.720514118047976e-05,0.0
4268.0,4.230622752133695e-12,1.0506365208997546e-14,0.0,4.230622752133695e-12,1.0506365208997546e-14,0.0,-0.005261407612040612,-7.720514116997339e-05,0.0
4269.0,4.333168619400378e-12,1.079063162638305e-14,0.0,4.333168619400378e-12,1.079063162638305e-14,0.0,-0.0052614076077074435,-7.720514115918276e-05,0.0
4270.0,4.437937069821576e-12,1.1081849661120233e-14,0.0,4.437937069821576e-12,1.1081849661120233e-14,0.0,-0.0052614076032695065,-7.720514114810091e-05,0.0
4271.0,4.544969887708683e-12,1.1380169529083415e-14,0.0,4.544969887708683e-12,1.1380169529083415e-14,0.0,-0.005261407598724536,-7.720514113672075e-05,0.0
4272.0,4.654309524241672e-12,1.1685744263852105e-14,0.0,4.654309524241672e-12,1.1685744263852105e-14,0.0,-0.005261407594070226,-7.7205141125035e-05,0.0
4273.0,4.76599910618789e-12,1.1998729761307696e-14,0.0,4.76599910618789e-12,1.1998729761307696e-14,0.0,-0.005261407589304227,-7.720514111303627e-05,0.0
4274.0,4.880082444715464e-12,1.2319284825605828e-14,0.0,4.880082444715464e-12,1.2319284825605828e-14,0.0,-0.0052614075844241446,-7.720514110071698e-05,0.0
4275.0,4.996604044275557e-12,1.2647571215465778e-14,0.0,4.996604044275557e-12,1.2647571215465778e-14,0.0,-0.005261407579427541,-7.720514108806941e-05,0.0
4276.0,5.115609111610999e-12,1.2983753689131286e-14,0.0,5.115609111610999e-12,1.2983753689131286e-14,0.0,-0.005261407574311931,-7.720514107508566e-05,0.0
4277.0,5.237143564809855e-12,1.3328000053363372e-14,0.0,5.237143564809855e-12,1.3328000053363372e-14,0.0,-0.005261407569074788,-7.720514106175766e-05,0.0
4278.0,5.3612540424907235e-12,1.3680481210004233e-14,0.0,5.3612540424907235e-12,1.3680481210004233e-14,0.0,-0.005261407563713534,-7.720514104807718e-05,0.0
4279.0,5.487987913046366e-12,1.4041371205143047e-14,0.0,5.487987913046366e-12,1.4041371205143047e-14,0.0,-0.005261407558225547,-7.720514103403581e-05,0.0
4280.0,5.617393284011962e-12,1.4410847276359783e-14,0.0,5.617393284011962e-12,1.4410847276359783e-14,0.0,-0.005261407552608153,-7.720514101962496e-05,0.0
4281.0,5.7495190114856045e-12,1.4789089905702447e-14,0.0,5.7495190114856045e-12,1.4789089905702447e-14,0.0,-0.005261407546858634,-7.720514100483588e-05,0.0
4282.0,5.8844147096903335e-12,1.5176282866320567e-14,0.0,5.8844147096903335e-12,1.5176282866320567e-14,0.0,-0.0052614075409742195,-7.72051409896596e-05,0.0
4283.0,6.022130760585371e-12,1.5572613275068076e-14,0.0,6.022130760585371e-12,1.5572613275068076e-14,0.0,-0.005261407534952089,-7.720514097408698e-05,0.0
4284.0,6.162718323598797e-12,1.5978271644133695e-14,0.0,6.162718323598797e-12,1.5978271644133695e-14,0.0,-0.005261407528789371,-7.720514095810871e-05,0.0
4285.0,6.306229345446121e-12,1.6393451933114816e-14,0.0,6.306229345446121e-12,1.6393451933114816e-14,0.0,-0.005261407522483142,-7.720514094171527e-05,0.0
4286.0,6.452716570053341e-12,1.6818351601103772e-14,0.0,6.452716570053341e-12,1.6818351601103772e-14,0.0,-0.005261407516030425,-7.720514092489692e-05,0.0
4287.0,6.60223354856056e-12,1.7253171660539356e-14,0.0,6.60223354856056e-12,1.7253171660539356e-14,0.0,-0.0052614075094281915,-7.720514090764375e-05,0.0
4288.0,6.75483464943739e-12,1.7698116731953715e-14,0.0,6.75483464943739e-12,1.7698116731953715e-14,0.0,-0.005261407502673357,-7.720514088994563e-05,0.0
4289.0,6.910575068686527e-12,1.8153395097821978e-14,0.0,6.910575068686527e-12,1.8153395097821978e-14,0.0,-0.005261407495762782,-7.720514087179224e-05,0.0
4290.0,7.069510840149801e-12,1.8619218759459812e-14,0.0,7.069510840149801e-12,1.8619218759459812e-14,0.0,-0.005261407488693271,-7.720514085317301e-05,0.0
4291.0,7.2316988459248645e-12,1.9095803491064484e-14,0.0,7.2316988459248645e-12,1.9095803491064484e-14,0.0,-0.005261407481461572,-7.72051408340772e-05,0.0
4292.0,7.397196826858507e-12,1.9583368897766255e-14,0.0,7.397196826858507e-12,1.9583368897766255e-14,0.0,-0.0052614074740643755,-7.720514081449383e-05,0.0
4293.0,7.566063393149798e-12,2.008213847432285e-14,0.0,7.566063393149798e-12,2.008213847432285e-14,0.0,-0.005261407466498312,-7.72051407944117e-05,0.0
4294.0,7.738358035065098e-12,2.0592339661658194e-14,0.0,7.738358035065098e-12,2.0592339661658194e-14,0.0,-0.005261407458759955,-7.720514077381936e-05,0.0
4295.0,7.914141133743235e-12,2.1114203906084277e-14,0.0,7.914141133743235e-12,2.1114203906084277e-14,0.0,-0.005261407450845813,-7.720514075270516e-05,0.0
4296.0,8.093473972105864e-12,2.164796671956791e-14,0.0,8.093473972105864e-12,2.164796671956791e-14,0.0,-0.005261407442752339,-7.72051407310572e-05,0.0
